index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty
757,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),384.89,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
758,lenovo,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),515.9,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
759,lenovo,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),329.89,59,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
760,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),511.39,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
761,dell,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1043.9,71,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,16,2560,1600,windows,1
762,lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),573.111,66,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
763,hp,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),643.489,71,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
764,lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),823.779,64,intel,core i7,4,8,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
765,dell,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),681.89,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
766,hp,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),316.25,49,amd,other,2,2,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1366,768,windows,1
767,dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1737.89,78,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
768,dell,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),1831.39,82,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
769,dell,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1094.39,59,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
770,dell,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),880.22,58,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
771,hp,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),310.266,50,intel,pentium,4,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,windows,1
772,dell,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),472.89,57,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
773,infinix,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),428.89,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
774,dell,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),978.78,56,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
775,dell,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),791.89,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
776,dell,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),813.89,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
777,asus,Asus Vivobook Go 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),307.89,45,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
778,hp,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),813.89,67,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
779,asus,Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),544.39,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
780,dell,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),681.89,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
781,hp,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),504.889,63,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,dos,1
782,hp,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),753.379,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
783,hp,HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),696.454,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,dedicated,FALSE,15.6,1920,1080,windows,1
784,asus,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),538.89,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,16,1920,1200,windows,1
785,lenovo,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),346.39,50,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,dos,1
786,hp,HP 14-ep0068TU Laptop (Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),428.89,47,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
787,hp,HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),714.89,66,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
788,acer,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11),361.79,56,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1366,768,windows,1
789,msi,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1011.89,75,intel,core i7,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
790,msi,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),967.89,75,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
791,acer,Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),318.989,53,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1366,768,windows,1
792,hp,HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),324.39,50,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15,1366,768,windows,1
793,hp,HP Victus 15-fb0135AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),681.89,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
794,asus,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),846.89,64,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,FALSE,14,2880,1800,windows,1
795,dell,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),1642.19,76,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
796,acer,Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),439.89,51,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
797,hp,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),830.863,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
798,dell,DELL Inspiron 3530 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),473,52,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
799,dell,Dell G16-7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),2067.89,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
800,dell,Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),1209.89,73,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
801,dell,Dell G15-5530 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),1429.89,75,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
802,dell,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),895.422,69,intel,core i5,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
803,acer,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),549.89,50,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
804,acer,Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),640.959,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
805,acer,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),621.39,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
806,acer,Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),614.9,50,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
807,hp,HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),1012.77,71,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1080,windows,1
808,asus,Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),439.89,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
809,msi,MSI Stealth 17 Studio A13VG-029IN Gaming Laptop (13th Gen Core i7/ 16GB/ 2TB SSD/ Win11 Home/ 8GB Graph),3079.89,85,intel,core i7,14,20,16,SSD,2048,No secondary storage,0,nvidia,dedicated,FALSE,17.3,2560,1440,windows,2
810,asus,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1152.239,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2560,1440,windows,1
811,asus,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1395.79,73,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
812,asus,Asus ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),2199.89,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
813,asus,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1451.89,84,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
814,asus,Asus TUF Gaming F15 2023 FX507VU-LP091WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1472.79,75,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
815,asus,Asus TUF Gaming A15 2023 FA577XV-HQ036WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1704.89,83,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2560,1440,windows,1
816,lenovo,Lenovo IdeaPad Slim 5 82FG01B3IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),581.9,67,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
817,asus,Asus ROG Strix G16 2023 G614JU-N3221WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1588.466,73,intel,core i5,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
818,asus,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1044.89,77,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
819,asus,Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),2870.89,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
820,asus,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1649.89,76,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
821,asus,Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1484.89,80,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,17.3,1920,1080,windows,1
822,asus,Asus Vivobook 15X OLED M3504YA-LK541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),664.169,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
823,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00LWIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),580.734,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
824,asus,Asus ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2308.79,73,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,TRUE,13.4,2560,1600,windows,1
825,asus,Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop (13th Gen Core i9/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),1704.89,82,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
826,asus,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),769.89,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
827,asus,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),934.45,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
828,hp,HP Victus 15-fa0092TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),769.89,65,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
829,acer,Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1577.4,70,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
830,asus,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1247.411,75,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2880,1620,windows,1
831,dell,Dell Alienware x14 R2 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),2480.39,78,intel,core i7,10,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
832,dell,Dell Alienware m16 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),2430.89,83,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
833,hp,HP 15-hr0000TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),741.4,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
834,hp,HP 15-hr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),714.89,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
835,msi,MSI Thin GF63 12UCX-269IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),846.89,69,intel,core i5,8,12,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
836,msi,MSI Katana 15 B12UDXK-1006IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),802.89,71,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
837,acer,Acer Swift Go 14 SFG14-41 NX.KG3SI.003 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),648.89,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
838,hp,HP 15s-eq1580AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),362.89,58,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
839,hp,HP 15-fd0021TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),676.39,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
840,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1165.89,66,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,2880,1620,windows,1
841,msi,MSI Thin GF63 12VE-267IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics),956.89,73,intel,core i5,8,12,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
842,asus,Asus Vivobook 16X 2023 K3605VC-MB951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),1225.829,76,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
843,msi,MSI Stealth 16 Studio A13VG-030IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2749.89,86,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,2
844,asus,Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),842.809,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,14,1920,1200,windows,1
845,acer,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1572.989,78,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
846,asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),1033.989,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,14,2880,1800,windows,1
847,asus,Asus Vivobook Pro 15 OLED K6502VU-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1776.643,84,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2880,1620,windows,1
848,asus,Asus Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),2199.89,71,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,TRUE,14.5,2880,1800,windows,1
849,hp,HP ProBook 440 G9 6J8T1PA Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1298,75,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
850,hp,HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home),875.49,66,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
851,msi,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),703.89,71,intel,core i7,8,16,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
852,asus,Asus VivoBook 15 X515EA-EJ342WS Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11),395.89,56,intel,core i3,2,4,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
853,hp,HP 15s-fy5002TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),582.89,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
854,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),695.09,67,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
855,lenovo,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),891,71,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
856,acer,Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),439.89,58,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
857,dell,Dell Alienware X16 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),4273.39,82,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,3200,1800,windows,1
858,hp,HP 15s-fy5003TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),441.1,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
859,dell,Dell Alienware M18 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),4053.39,83,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,18,3200,1800,windows,1
860,acer,Acer One 11 Z8-284 UN.013SI.014 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),404.8,47,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,11.6,1366,768,windows,1
